timestamp,pkg,input,threads,mode,run_idx,elapsed_s,task_clock_ms,cycles,instructions,branches,branch_misses,ctx_switches,migrations,page_faults,exit_code
2025-08-11T18:05:00-06:00,blackscholes,simlarge,4,ebpf,1,0.34,309.91,<not supported>,<not supported>,<not supported>,<not supported>,589,99,93863,0
2025-08-11T18:05:00-06:00,blackscholes,simlarge,4,ebpf,2,0.18,186.18,<not supported>,<not supported>,<not supported>,<not supported>,594,61,92950,0
2025-08-11T18:05:00-06:00,blackscholes,simlarge,4,ebpf,3,0.17,171.41,<not supported>,<not supported>,<not supported>,<not supported>,559,49,92961,0
2025-08-11T18:05:01-06:00,blackscholes,simlarge,4,ebpf,4,0.22,204.01,<not supported>,<not supported>,<not supported>,<not supported>,544,71,93059,0
2025-08-11T18:05:01-06:00,blackscholes,simlarge,4,ebpf,5,0.17,177.97,<not supported>,<not supported>,<not supported>,<not supported>,545,35,92970,0
2025-08-11T18:05:02-06:00,blackscholes,simlarge,4,ebpf,6,0.18,177.50,<not supported>,<not supported>,<not supported>,<not supported>,530,57,93814,0
2025-08-11T18:05:02-06:00,blackscholes,simlarge,4,ebpf,7,0.20,191.59,<not supported>,<not supported>,<not supported>,<not supported>,560,58,92950,0
2025-08-11T18:05:02-06:00,blackscholes,simlarge,4,ebpf,8,0.16,164.73,<not supported>,<not supported>,<not supported>,<not supported>,514,48,92890,0
2025-08-11T18:05:03-06:00,blackscholes,simlarge,4,ebpf,9,0.14,141.38,<not supported>,<not supported>,<not supported>,<not supported>,492,53,92896,0
2025-08-11T18:05:03-06:00,blackscholes,simlarge,4,ebpf,10,0.15,153.68,<not supported>,<not supported>,<not supported>,<not supported>,556,51,92992,0
2025-08-11T18:05:03-06:00,swaptions,simlarge,4,ebpf,1,0.42,1239.60,<not supported>,<not supported>,<not supported>,<not supported>,1532,41,93789,0
2025-08-11T18:05:04-06:00,swaptions,simlarge,4,ebpf,2,0.43,1265.60,<not supported>,<not supported>,<not supported>,<not supported>,1173,38,93161,0
2025-08-11T18:05:04-06:00,swaptions,simlarge,4,ebpf,3,0.43,1253.30,<not supported>,<not supported>,<not supported>,<not supported>,1570,59,93847,0
2025-08-11T18:05:05-06:00,swaptions,simlarge,4,ebpf,4,0.45,1258.33,<not supported>,<not supported>,<not supported>,<not supported>,1256,37,93846,0
2025-08-11T18:05:06-06:00,swaptions,simlarge,4,ebpf,5,0.42,1246.03,<not supported>,<not supported>,<not supported>,<not supported>,1113,45,93792,0
2025-08-11T18:05:06-06:00,swaptions,simlarge,4,ebpf,6,0.43,1248.56,<not supported>,<not supported>,<not supported>,<not supported>,1865,47,93175,0
2025-08-11T18:05:07-06:00,swaptions,simlarge,4,ebpf,7,0.43,1255.57,<not supported>,<not supported>,<not supported>,<not supported>,1169,44,92945,0
2025-08-11T18:05:07-06:00,swaptions,simlarge,4,ebpf,8,0.42,1239.54,<not supported>,<not supported>,<not supported>,<not supported>,1339,28,93156,0
2025-08-11T18:05:08-06:00,swaptions,simlarge,4,ebpf,9,0.42,1247.13,<not supported>,<not supported>,<not supported>,<not supported>,1255,37,93233,0
2025-08-11T18:05:09-06:00,swaptions,simlarge,4,ebpf,10,0.43,1260.02,<not supported>,<not supported>,<not supported>,<not supported>,966,49,93512,0
2025-08-11T18:05:09-06:00,streamcluster,simlarge,4,ebpf,1,0.57,1603.58,<not supported>,<not supported>,<not supported>,<not supported>,2776,81,95526,0
2025-08-11T18:05:10-06:00,streamcluster,simlarge,4,ebpf,2,0.58,1590.67,<not supported>,<not supported>,<not supported>,<not supported>,2727,73,94760,0
2025-08-11T18:05:11-06:00,streamcluster,simlarge,4,ebpf,3,0.55,1605.02,<not supported>,<not supported>,<not supported>,<not supported>,3999,72,94656,0
2025-08-11T18:05:11-06:00,streamcluster,simlarge,4,ebpf,4,0.53,1547.83,<not supported>,<not supported>,<not supported>,<not supported>,2930,67,94939,0
2025-08-11T18:05:12-06:00,streamcluster,simlarge,4,ebpf,5,0.53,1549.76,<not supported>,<not supported>,<not supported>,<not supported>,3300,88,94652,0
2025-08-11T18:05:13-06:00,streamcluster,simlarge,4,ebpf,6,0.54,1562.02,<not supported>,<not supported>,<not supported>,<not supported>,3494,94,94677,0
